suburb,state,assigned_region,latitude,longitude
Minburra,South Australia,Barossa - Yorke - Mid North,-32.5034,138.9904
Mindarie (SA),South Australia,South Australia - South East,,
Mingbool,,,-37.8823,140.7058
Minlaton,,,-34.771,137.5958
Minnipa,South Australia,South Australia - Outback,-32.85,135.15
Mintaro,South Australia,Barossa - Yorke - Mid North,-33.9173,138.7215
Minvalara,South Australia,Barossa - Yorke - Mid North,-32.9,138.75
Miranda (SA),,,,
Mitcham (SA),South Australia,Adelaide - South,,
Mitchell (SA),South Australia,South Australia - Outback,,
Mitchell Park (SA),South Australia,Adelaide - South,,
Mitchellville,,,-33.6167,137.15
Moana,,,-35.1939,138.4761
Mobilong,South Australia,South Australia - South East,-35.0992,139.277
Moculta,,,-34.4687,139.1186
Modbury,South Australia,Adelaide - North,-34.8333,138.6833
Modbury Heights,South Australia,Adelaide - North,-34.8097,138.6854
Modbury North,South Australia,Adelaide - North,-34.8285,138.6739
Moerlong,South Australia,South Australia - South East,-37.5866,140.7035
Monarto,South Australia,South Australia - South East,-35.05,139.1333
Monarto South,South Australia,South Australia - South East,-35.122,139.129
Monash (SA),,,,
Monbulla,South Australia,South Australia - South East,-37.4196,140.7252
Mongolata,South Australia,Barossa - Yorke - Mid North,-33.5667,139.1
Montacute,,,-34.888,138.7491
Montarra,,,-35.2667,138.6167
Monteith,South Australia,South Australia - South East,-35.17,139.323
Moockra,,,-32.4667,138.4333
Moody,South Australia,South Australia - Outback,-34.4202,135.8125
Mooleulooloo,,,-32.3144,140.2065
Moonaree,South Australia,South Australia - Outback,-32.4474,136.411
Moonta,South Australia,Barossa - Yorke - Mid North,-34.0684,137.5908
Moonta Bay,,,-34.05,137.5667
Moonta Mines,South Australia,Barossa - Yorke - Mid North,-34.0799,137.6093
Moorak,South Australia,South Australia - South East,-37.8638,140.7426
Moorlands,South Australia,South Australia - South East,-35.2899,139.6455
Moorook,South Australia,South Australia - South East,-34.2663,140.3566
Moorook South,South Australia,South Australia - South East,-34.2663,140.3566
Moppa,South Australia,Barossa - Yorke - Mid North,-34.4167,139.95
Morchard,South Australia,Barossa - Yorke - Mid North,-32.7167,138.5
Morgan,South Australia,South Australia - South East,-34.0315,139.668
Morn Hill,South Australia,Barossa - Yorke - Mid North,-34.4084,138.7531
Morphett Vale,South Australia,Adelaide - South,-35.1333,138.5167
Morphetts Flat,South Australia,South Australia - South East,-34.0534,139.6865
Morphettville,,,-34.9885,138.5398
Mortana,South Australia,South Australia - Outback,-33.0279,134.4531
Moseley,South Australia,South Australia - Outback,-33.0833,136.5167
Mosquito Hill,South Australia,South Australia - South East,-35.4286,138.6837
Motpena,South Australia,South Australia - Outback,-30.9664,138.4985
Mount Barker (SA),South Australia,Adelaide - Central and Hills,,
Mount Barker Junction,South Australia,Adelaide - Central and Hills,-35.0253,138.8683
Mount Barker Springs,South Australia,Adelaide - Central and Hills,-35.0873,138.9152
Mount Barker Summit,South Australia,Adelaide - Central and Hills,-35.0691,138.9267
Mount Benson,,,-37.0833,139.7833
Mount Bryan,South Australia,Barossa - Yorke - Mid North,-33.5494,138.8922
Mount Bryan East,South Australia,Barossa - Yorke - Mid North,-33.4047,139.0184
Mount Burr,South Australia,South Australia - South East,-37.542,140.4555
Mount Charles,South Australia,South Australia - South East,-36.1278,140.4299
Mount Compass,South Australia,South Australia - South East,-35.3469,138.6203
Mount Cooper (SA),South Australia,South Australia - Outback,,
Mount Crawford,,,-34.704,138.962
Mount Damper,South Australia,South Australia - Outback,-33.1167,135.1
Mount Drummond,,,-34.218,135.4092
Mount Dutton Bay,,,-34.5312,135.4355
Mount Gambier,South Australia,South Australia - South East,-37.8318,140.7792
Mount George (SA),South Australia,Adelaide - Central and Hills,,
Mount Hope (SA),,,,
Mount Ive,South Australia,South Australia - Outback,-32.437,136.0635
Mount Jagged,South Australia,South Australia - South East,-35.5444,138.5712
Mount Joy,South Australia,South Australia - Outback,-33.5291,135.1062
Mount Light,South Australia,South Australia - South East,-36.9554,140.6979
Mount Magnificent,South Australia,South Australia - South East,-35.3462,138.6534
Mount Mary,,,-34.1,139.4333
Mount Mcintyre,South Australia,South Australia - South East,-37.5608,140.5373
Mount Mckenzie,,,-34.565,139.0884
Mount Observation (SA),South Australia,South Australia - South East,,
Mount Osmond,,,-34.9629,138.6566
Mount Pleasant (SA),,,,
Mount Schank,South Australia,South Australia - South East,-37.9399,140.7241
Mount Serle,South Australia,South Australia - Outback,-30.3354,139.1148
Mount Templeton,South Australia,Barossa - Yorke - Mid North,-34.0226,138.3303
Mount Torrens,,,-34.8755,138.9586
Mount Wedge,South Australia,South Australia - Outback,-33.4665,135.1566
Mount Willoughby,South Australia,South Australia - Outback,-28.72,135.3644
Moyhall,South Australia,South Australia - South East,-37.0159,140.6777
Mudamuckla,South Australia,South Australia - Outback,-32.1584,134.0438
Mulgundawa,South Australia,South Australia - South East,-35.3163,139.2396
Mullaquana,,,-33.2118,137.3627
Muloorina,South Australia,South Australia - Outback,-28.6187,138.3308
Mundallio,South Australia,South Australia - Outback,-32.4678,137.8842
Mundic Creek,South Australia,South Australia - South East,-34.2199,140.8104
Mundoo Island,South Australia,South Australia - South East,-35.5509,138.9148
Mundoora,South Australia,Barossa - Yorke - Mid North,-33.6,138.0833
Mundulla,South Australia,South Australia - South East,-36.3667,140.6833
Mundulla West,South Australia,South Australia - South East,-36.42,140.6357
Mungeranie,,,-28.0189,138.6642
Munno Para,South Australia,Adelaide - North,-34.6679,138.7015
Munno Para Downs,South Australia,Adelaide - North,-34.6496,138.6873
Munno Para West,South Australia,Adelaide - North,-34.657,138.671
Murbko,South Australia,South Australia - South East,-34.1631,139.6629
Murdinga,South Australia,South Australia - Outback,-33.7167,135.7167
Murlong,South Australia,South Australia - Outback,-33.5778,136.2278
Murputja - Nyapari,South Australia,South Australia - Outback,,
Murrawong,South Australia,South Australia - South East,-35.0553,139.335
Murray Bridge,South Australia,South Australia - South East,-35.1199,139.2735
Murray Bridge East,South Australia,South Australia - South East,-35.1138,139.3227
Murray Bridge North,South Australia,South Australia - South East,-35.0913,139.2603
Murray Bridge South,South Australia,South Australia - South East,-35.1581,139.2785
Murray Town,South Australia,Barossa - Yorke - Mid North,-32.9333,138.2333
Murtho,,,-34.068,140.8368
Muston,,,-35.7897,137.757
Mutooroo,,,-32.3144,140.2065
Mylor,South Australia,Adelaide - Central and Hills,-35.043,138.759
Mypolonga,South Australia,South Australia - South East,-35.05,139.35
Myponga,South Australia,South Australia - South East,-35.404,138.4712
Myponga Beach,,,-35.3738,138.387
Myrtle Bank (SA),,,,
Nackara,,,-32.8,139.2333
Nadia,,,-32.077,133.4841
Naidia,South Australia,South Australia - South East,-34.5167,139.8167
Nailsworth,South Australia,Adelaide - Central and Hills,-34.8844,138.6062
Nain,South Australia,Barossa - Yorke - Mid North,-34.4458,138.9125
Nairne,South Australia,Adelaide - Central and Hills,-35.0345,138.9115
Nalyappa,,,-34.0755,137.6134
Nangkita,South Australia,South Australia - South East,-35.3455,138.6865
Nangwarry,,,-37.546,140.8145
Nantawarra,South Australia,Barossa - Yorke - Mid North,-34.0167,138.2333
Napperby,South Australia,Barossa - Yorke - Mid North,-33.1574,138.1164
Naracoorte,South Australia,South Australia - South East,-36.9578,140.7383
Narridy,South Australia,Barossa - Yorke - Mid North,-33.4333,138.3
Narrung (SA),South Australia,South Australia - South East,,
Naturi,South Australia,South Australia - South East,-35.1973,139.5846
Neales Flat,South Australia,Barossa - Yorke - Mid North,-34.25,139.1667
Nectar Brook,,,-32.7109,137.9991
Nelshaby,South Australia,Barossa - Yorke - Mid North,-33.1261,138.1105
Nene Valley,,,-37.9895,140.5204
Nepabunna,South Australia,South Australia - Outback,-30.5635,138.967
Nepean Bay,,,-35.6977,137.3447
Netherby (SA),,,,
Netherton,South Australia,South Australia - South East,-35.4751,139.9474
Netley,South Australia,Adelaide - West,-34.9489,138.5498
New Port,,,-34.8443,138.4944
New Residence,South Australia,South Australia - South East,-34.3787,140.4026
New Town (SA),South Australia,Barossa - Yorke - Mid North,,
New Well,South Australia,South Australia - South East,-34.3874,139.9239
Newland,South Australia,South Australia - South East,-35.8717,137.1212
Newton,South Australia,Adelaide - Central and Hills,-34.8821,138.6825
Ngapala,South Australia,Barossa - Yorke - Mid North,-34.0714,138.9917
Ngarkat,,,-35.2825,140.4406
Nildottie,South Australia,South Australia - South East,-34.6764,139.6517
Ninnes,South Australia,Barossa - Yorke - Mid North,-33.9691,138.0237
Noarlunga Centre,South Australia,Adelaide - South,-35.1411,138.4912
Noarlunga Downs,South Australia,Adelaide - South,-35.1504,138.504
Nora Creina,,,-37.3256,139.8523
Normanville (SA),,,,
North Adelaide,,,-34.9073,138.5914
North Beach (SA),,,,
North Booborowie,South Australia,Barossa - Yorke - Mid North,-33.6181,138.9551
North Brighton,,,-35.0028,138.5221
North Cape,,,-35.5808,137.595
North Haven (SA),,,,
North Moonta,South Australia,Barossa - Yorke - Mid North,-34.0529,137.5935
North Plympton,South Australia,Adelaide - West,-34.9577,138.5534
North Shields,,,-34.6286,135.8622
North West Bend,South Australia,South Australia - South East,-34.0405,139.6746
North Yelta,South Australia,Barossa - Yorke - Mid North,-34.0616,137.6321
Northern Heights,South Australia,South Australia - South East,-35.1041,139.2606
Northfield,South Australia,Adelaide - North,-34.8498,138.6255
Northgate (SA),South Australia,Adelaide - North,,
Norton Summit,South Australia,Adelaide - Central and Hills,-34.9229,138.7249
Norwood (SA),South Australia,Adelaide - Central and Hills,,
Notts Well,South Australia,South Australia - South East,-34.4159,139.7875
Novar Gardens,,,-34.9663,138.5326
Nullarbor,,,-31.8321,133.0531
Nunjikompita,South Australia,South Australia - Outback,-32.2691,134.3383
Nuriootpa,South Australia,Barossa - Yorke - Mid North,-34.4682,138.9977
Nurom,South Australia,Barossa - Yorke - Mid North,-33.3852,138.1555
Nurragi,South Australia,South Australia - South East,-35.3527,138.9083
O'Halloran Hill,South Australia,Adelaide - South,-35.0667,138.55
O'Sullivan Beach,,,-35.1188,138.4734
Oak Valley (SA),South Australia,South Australia - Outback,,
Oakbank,South Australia,Adelaide - Central and Hills,-34.9834,138.8453
Oakden,South Australia,Adelaide - North,-34.8528,138.6433
Oakden Hills,South Australia,South Australia - Outback,-33.892,137.903
Oaklands Park,South Australia,Adelaide - South,-35.0067,138.5446
Ob Flat,South Australia,South Australia - South East,-37.9005,140.7923
Olary,South Australia,South Australia - Outback,-32.2792,140.3034
Old Calperum,South Australia,South Australia - South East,-34.2178,140.6803
Old Noarlunga,South Australia,Adelaide - South,-35.1821,138.5014
Old Reynella,South Australia,Adelaide - South,-35.1035,138.5336
Old Teal Flat,South Australia,South Australia - South East,-34.8633,139.4486
Olympic Dam,South Australia,South Australia - Outback,-30.4468,136.8668
One Tree Hill,South Australia,Adelaide - North,-34.7,138.7667
Onkaparinga Hills,South Australia,Adelaide - South,-35.1351,138.567
Oodla Wirra,South Australia,Barossa - Yorke - Mid North,-32.8833,139.0667
Oodnadatta,South Australia,South Australia - Outback,-27.5514,135.4491
Orroroo,South Australia,Barossa - Yorke - Mid North,-32.7344,138.6139
Osborne (SA),,,,
Ottoway,South Australia,Adelaide - West,-34.8476,138.5357
Outer Harbor,,,-34.7766,138.4874
Overland Corner,,,-34.1458,140.3343
Ovingham,,,-34.8986,138.5852
Owen,South Australia,Barossa - Yorke - Mid North,-34.272,138.5444
Padthaway,South Australia,South Australia - South East,-36.5963,140.4996
Paechtown,South Australia,Adelaide - Central and Hills,-35.049,138.8089
Pages Flat,,,-35.2741,138.6156
Paisley,South Australia,South Australia - South East,-34.338,139.7918
Palkagee,South Australia,South Australia - Outback,-33.4141,135.5029
Pallamana,South Australia,South Australia - South East,-35.0344,139.2059
Palmer (SA),South Australia,South Australia - South East,,
Pandurra,South Australia,South Australia - Outback,-32.2125,136.5539
Panitya (SA),South Australia,South Australia - Outback,,
Panorama,South Australia,Adelaide - South,-34.9908,138.5995
Para Hills,South Australia,Adelaide - North,-34.8121,138.658
Para Hills West,South Australia,Adelaide - North,-34.8047,138.6428
Para Vista,South Australia,Adelaide - North,-34.8209,138.6611
Parachilna,South Australia,South Australia - Outback,-31.1417,138.3958
Paracombe,,,-34.8488,138.78
Paradise (SA),,,,
Parafield,South Australia,Adelaide - North,-34.789,138.6374
Parafield Gardens,South Australia,Adelaide - North,-34.7825,138.6108
Parakylia,South Australia,South Australia - Outback,-30.8204,136.5581
Paralowie,South Australia,Adelaide - North,-34.7571,138.6082
Paramatta,South Australia,Barossa - Yorke - Mid North,-34.0459,137.6266
Paratoo,,,-32.7326,139.3366
Parawa,South Australia,South Australia - South East,-35.5614,138.3618
Parham,,,-34.4296,138.2601
Parilla,South Australia,South Australia - South East,-35.3,140.6667
Paringa,,,-34.1764,140.7858
Paris Creek,,,-35.2094,138.7955
Park Holme,South Australia,Adelaide - South,-34.9944,138.5532
Parkside (SA),South Australia,Adelaide - Central and Hills,,
Parnaroo,South Australia,Barossa - Yorke - Mid North,-32.9786,139.1553
Parndana,South Australia,South Australia - South East,-35.7853,137.2571
Parrakie,South Australia,South Australia - South East,-35.3833,140.25
Parsons Beach,,,-34.9033,137.3562
Paruna,South Australia,South Australia - South East,-34.7167,140.7333
Pasadena,South Australia,Adelaide - South,-35.0027,138.5886
Paskeville,South Australia,Barossa - Yorke - Mid North,-34.0333,137.9
Pata,South Australia,South Australia - South East,-34.5667,140.5167
Payneham,South Australia,Adelaide - Central and Hills,-34.8972,138.6406
Payneham South,South Australia,Adelaide - Central and Hills,-34.9048,138.6445
Peake,South Australia,South Australia - South East,-35.3667,139.95
Pearlah,South Australia,South Australia - Outback,-34.5934,135.6761
Peebinga,,,-34.9333,140.9167
Peep Hill,South Australia,Barossa - Yorke - Mid North,-34.1459,139.1544
Pekina,South Australia,Barossa - Yorke - Mid North,-32.8333,138.55
Pelican Lagoon,,,-35.807,137.8039
Pelican Point (SA),,,,
Pellaring Flat,South Australia,South Australia - South East,-34.862,139.3899
Penfield,South Australia,Adelaide - North,-34.695,138.6401
Penfield Gardens,South Australia,Adelaide - North,-34.6522,138.6329
Penneshaw,,,-35.7181,137.9411
Pennington,South Australia,Adelaide - West,-34.8576,138.5316
Penola,,,-37.3752,140.8368
Penong,,,-31.9303,133.0107
Penrice,South Australia,Barossa - Yorke - Mid North,-34.4875,139.0455
Penwortham,South Australia,Barossa - Yorke - Mid North,-33.9232,138.6417
Perlubie,,,-32.6532,134.2929
Perponda,South Australia,South Australia - South East,-34.9875,139.8122
Peterborough (SA),South Australia,Barossa - Yorke - Mid North,,
Peterhead,,,-34.8312,138.4989
Petersville,South Australia,Barossa - Yorke - Mid North,-34.4707,137.8796
Petherick,South Australia,South Australia - South East,-36.3573,140.1516
Petina,South Australia,South Australia - Outback,-32.4765,134.3969
Petwood,,,-35.0725,138.9498
Pewsey Vale,South Australia,Barossa - Yorke - Mid North,-34.6391,138.984
Piccadilly (SA),South Australia,Adelaide - Central and Hills,,
Piednippie,South Australia,South Australia - Outback,-32.734,134.3704
Pike River,South Australia,South Australia - South East,-34.2641,140.7933
Pimba,South Australia,South Australia - Outback,-31.2572,136.7947
Pimbaacla,South Australia,South Australia - Outback,-32.3241,134.4495
Pine Creek (SA),,,,
Pine Creek Station,South Australia,South Australia - Outback,-32.3144,140.2065
Pine Hill,,,-23.65,146.9667
Pine Hill,,,-36.4222,140.9111
Pine Point,,,-34.5667,137.8667
Pinery,South Australia,Barossa - Yorke - Mid North,-34.3,138.45
Pinkawillinie,South Australia,South Australia - Outback,-32.9765,135.8859
